0,1,2
train_val_images/Plantae/Senecio vulgaris/5d1aecd37390e7fb05ec92d61c7d5977.jpg,0,Plantae
train_val_images/Plantae/Impatiens capensis/3517036aca72113b0030ceac08003455.jpg,0,Plantae
train_val_images/Plantae/Fagus grandifolia/9741a625b9a98dbcce34abb7c9e03614.jpg,0,Plantae
train_val_images/Plantae/Cnidoscolus texanus/cde1968b9a15feaae54c84dc40e817b0.jpg,0,Plantae
train_val_images/Plantae/Erigeron philadelphicus/c9157d3d407dc0027c8038271f7be967.jpg,0,Plantae
train_val_images/Plantae/Pelargonium  hortorum/afb92b30fc0d47051be051539cb5bd0f.jpg,0,Plantae
train_val_images/Plantae/Quercus rubra/74bb89f1d1062893a1c20817f0db1648.jpg,0,Plantae
train_val_images/Plantae/Sarcodes sanguinea/8c1f6636ba3b0740526cc0506cc2ea4f.jpg,0,Plantae
train_val_images/Plantae/Toxicodendron radicans/e40fd45117cb5dae2a083e3adce36902.jpg,0,Plantae
train_val_images/Plantae/Solanum laciniatum/7d44cf611167d161eb08b3f1ddc91d1a.jpg,0,Plantae
train_val_images/Plantae/Trifolium arvense/8e6241d0519dff98a5837a3fcdf53ebd.jpg,0,Plantae
train_val_images/Plantae/Lamium purpureum/a2a0e78a02199200caaac712c0dccb49.jpg,0,Plantae
train_val_images/Plantae/Sisyrinchium bellum/afc4a1b42bd3ce4bd0f1527331f39eb9.jpg,0,Plantae
train_val_images/Plantae/Penstemon digitalis/38c941d2ed3ce51956c59bb4ace12737.jpg,0,Plantae
train_val_images/Plantae/Achillea millefolium/2ee6239c6074302e8027652ef841e0e8.jpg,0,Plantae
train_val_images/Plantae/Coreopsis tinctoria/7dc7d7d20fd63e28a57ba99a4ed4b3c1.jpg,0,Plantae
train_val_images/Plantae/Gleditsia triacanthos/841c7223213f4ddd2585e79c97401eec.jpg,0,Plantae
train_val_images/Plantae/Micranthes californica/492c58a5a426918b6e16ed485e7952b0.jpg,0,Plantae
train_val_images/Plantae/Populus tremuloides/dc05aebe31676efed9cb2117a3f482c1.jpg,0,Plantae
train_val_images/Plantae/Mirabilis jalapa/9cf2416d24e066ca01d461fa8ceba74a.jpg,0,Plantae
train_val_images/Plantae/Calochortus albus/8cc7f3097d9e42be488cbf19dc268278.jpg,0,Plantae
train_val_images/Plantae/Abronia latifolia/647f7237a7d934fc6ece37dcd1865d9c.jpg,0,Plantae
train_val_images/Plantae/Vitis californica/ce760ae16f927708c36c7f36f57ee59e.jpg,0,Plantae
train_val_images/Plantae/Cordyline australis/01174ec5cd37c4273af5e788a9ba90be.jpg,0,Plantae
train_val_images/Plantae/Arnoglossum plantagineum/82e30e977d601157860c540b251162ac.jpg,0,Plantae
train_val_images/Plantae/Liquidambar styraciflua/1c973380b00d6868067c3e4d770a7fcf.jpg,0,Plantae
train_val_images/Plantae/Glechoma hederacea/08719c26a5ecc9b8f78bd5cbe438bd97.jpg,0,Plantae
train_val_images/Plantae/Thymophylla pentachaeta/a867e9c5d7129ed4f5aa2b83d75224ac.jpg,0,Plantae
train_val_images/Plantae/Chamerion angustifolium/a00cb42ff26462e124023e0e52c817de.jpg,0,Plantae
train_val_images/Plantae/Toxicodendron diversilobum/6ce70c73e8b4456f5dca543f4324ba08.jpg,0,Plantae
train_val_images/Plantae/Filipendula ulmaria/354a77bd5b62dac6630f72d8df0e7162.jpg,0,Plantae
train_val_images/Plantae/Sequoia sempervirens/778ddba218f7e82a7eab7077369211fb.jpg,0,Plantae
train_val_images/Plantae/Pycnanthemum virginianum/4b95453e999747507699d2f46af59ad3.jpg,0,Plantae
train_val_images/Plantae/Asclepias syriaca/a8af604dae3285dbd8c6053313da5666.jpg,0,Plantae
train_val_images/Plantae/Castilleja foliolosa/bdcb10bc58fba9446bf0123726f421c7.jpg,0,Plantae
train_val_images/Plantae/Eschscholzia californica/deb497486166fecbddb4c1db6bea3f5d.jpg,0,Plantae
train_val_images/Plantae/Bothriochloa laguroides/0c1e25cec67387ef34a3acd26619d31c.jpg,0,Plantae
train_val_images/Plantae/Pseudowintera colorata/463853d1c6598e8cdab2375804d371c9.jpg,0,Plantae
train_val_images/Plantae/Achillea millefolium/27caaca0d80d5e852743e41418bfac5a.jpg,0,Plantae
train_val_images/Plantae/Taraxacum officinale/897ecc75c7105d2d136665b7a6f011cc.jpg,0,Plantae
train_val_images/Plantae/Tilia americana/e509098bd043c3d78ac0581632d15a3b.jpg,0,Plantae
train_val_images/Plantae/Glandularia bipinnatifida/07e5804217b812c16b6bb286a32f6d03.jpg,0,Plantae
train_val_images/Plantae/Tsuga canadensis/2209cd4175fc37182b6d986939325498.jpg,0,Plantae
train_val_images/Plantae/Nemophila phacelioides/34efd13f6912f106eace1ca79d330eb2.jpg,0,Plantae
train_val_images/Plantae/Coprosma repens/59c143829f5c45d789d88a000e1ce6bc.jpg,0,Plantae
train_val_images/Plantae/Cynodon dactylon/66fe19f2371d2e4807d479171e970d66.jpg,0,Plantae
train_val_images/Plantae/Dichelostemma capitatum/80bfc303e442ed6799c9b606927e6343.jpg,0,Plantae
